duracion_estadia,gasto_total_pesos,motivo,alojamiento
5.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
1.0,400000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
20.0,20000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,600.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,2000000.0,b. Visita a familiares y amigos,a. Hotel 
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,800000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,600000.0,g. Negocios y motivos profesionales,a. Hotel 
12.0,500000.0,b. Visita a familiares y amigos,d. Inmueble de alquiler (pagos por plataforma dig)
5.0,650000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1500000.0,a. Vacaciones/recreación/Ocio ,b. Hostal
5.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1000000.0,a. Vacaciones/recreación/Ocio ,c. Apartahotel
3.0,1200000.0,a. Vacaciones/recreación/Ocio ,b. Hostal
2.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,400000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,a. Vacaciones/recreación/Ocio ,b. Hostal
8.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1500000.0,b. Visita a familiares y amigos,a. Hotel 
2.0,600000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,3000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
90.0,50000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,58000.0,h. Trabajo remunerado en otra ciudad,f. Otro
2.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,720.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,550000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,400000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,480000.0,b. Visita a familiares y amigos,a. Hotel 
6.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,g. Negocios y motivos profesionales,a. Hotel 
2.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
1.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
10.0,3000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
2.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
25.0,1000000.0,h. Trabajo remunerado en otra ciudad,c. Apartahotel
30.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,50000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,200000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,120000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,32000.0,h. Trabajo remunerado en otra ciudad,f. Otro
2.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,400000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,1200000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,300000.0,g. Negocios y motivos profesionales,a. Hotel 
5.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,2500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
14.0,2200000.0,a. Vacaciones/recreación/Ocio ,d. Inmueble de alquiler (pagos por plataforma dig)
30.0,3000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,180000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,4500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,250000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,600.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,900000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,5000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,1600000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,800000.0,a. Vacaciones/recreación/Ocio ,d. Inmueble de alquiler (pagos por plataforma dig)
4.0,1200000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
14.0,2500000.0,a. Vacaciones/recreación/Ocio ,d. Inmueble de alquiler (pagos por plataforma dig)
3.0,400000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,450000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,3000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,2500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,250000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
20.0,1500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,60000.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
5.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,800000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,250.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,500000.0,e. Religión/Peregrinaciones,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
22.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
999.0,1500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,20000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,1500000.0,g. Negocios y motivos profesionales,a. Hotel 
5.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,2000000.0,a. Vacaciones/recreación/Ocio ,b. Hostal
4.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
2.0,100000.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,1000000.0,b. Visita a familiares y amigos,a. Hotel 
6.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
12.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
9.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,10000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,320000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,650000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,300000.0,h. Trabajo remunerado en otra ciudad,f. Otro
13.0,10000000.0,a. Vacaciones/recreación/Ocio ,d. Inmueble de alquiler (pagos por plataforma dig)
4.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
10.0,50000.0,h. Trabajo remunerado en otra ciudad,f. Otro
3.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,300000.0,c. Educación y formación,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,100000000.0,g. Negocios y motivos profesionales,a. Hotel 
5.0,800000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,2000000.0,b. Visita a familiares y amigos,d. Inmueble de alquiler (pagos por plataforma dig)
5.0,650000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,1200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,2000000.0,"d. Salud , Bienestar y atención médica",a. Hotel 
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,4000000.0,a. Vacaciones/recreación/Ocio ,c. Apartahotel
4.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,750000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,500000.0,g. Negocios y motivos profesionales,a. Hotel 
7.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,600000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,800000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,800000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
20.0,3000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,1200000.0,b. Visita a familiares y amigos,a. Hotel 
1.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
5.0,2500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,900000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1000000.0,b. Visita a familiares y amigos,a. Hotel 
10.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,3000000.0,a. Vacaciones/recreación/Ocio ,c. Apartahotel
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
8.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
1.0,250000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,500000.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,750000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,650000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,1400000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,1000000.0,b. Visita a familiares y amigos,d. Inmueble de alquiler (pagos por plataforma dig)
15.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
